['220609202001.00', '5211.11D', '10622.22D', '00033.33', '44', '555.55', '6', '+057.77', '+058.88', '+061.00', '25.55555555']
['220612171232.72', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+052.62', '40.15402222']
['220612171233.97', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.72', '+052.62', '40.13113403']
['220612171235.26', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.72', '+052.62', '40.14639282']
['220612171236.55', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+053.15', '40.15402222']
['220612171237.85', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.72', '+052.08', '40.16165161']
['220612171249.45', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.72', '+052.62', '40.16928101']
['220612171250.73', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.75', '+024.72', '+052.62', '40.16165161']
['220612171252.01', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.75', '+024.72', '+052.62', '40.16928101']
['220612171253.29', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '-242.02', '-242.02', '+052.62', '40.14639282']
['220612171254.59', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '-242.02', '-242.02', '+052.62', '40.13876343']
['220612171255.87', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '-242.02', '-242.02', '+052.62', '40.11587524']
['220612171257.16', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '-242.02', '-242.02', '+053.15', '40.11587524']
['220612171258.47', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '-242.02', '-242.02', '+053.15', '40.10824585']
['220612171259.74', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '-242.02', '-242.02', '+052.62', '40.09298706']
['220612171301.02', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '-242.02', '+024.72', '+052.62', '40.07772827']
['220612171302.31', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '-242.02', '-242.02', '+052.62', '40.06246948']
['220612171303.59', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '-242.02', '-242.02', '+053.15', '40.06246948']
['220612171304.88', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '-242.02', '-242.02', '+052.62', '40.06246948']
['220612171306.17', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '-242.02', '-242.02', '+052.62', '40.05484009']
['220612171307.46', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '-242.02', '-242.02', '+052.62', '40.06246948']
['220612171308.75', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '-242.02', '-242.02', '+052.62', '40.03958130']
['220612171310.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '-242.02', '-242.02', '+052.62', '40.03195190']
['220612171311.34', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.82', '+024.89', '+052.62', '40.03958130']
['220612171312.60', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.82', '+024.82', '+053.69', '40.03195190']
['220612171313.89', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.82', '+024.79', '+052.62', '40.02432251']
['220612171315.18', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.85', '+024.75', '+052.62', '40.02432251']
['220612171316.47', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.85', '+024.75', '+052.62', '40.00906372']
['220612171317.76', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.85', '+024.75', '+053.15', '40.01669312']
['220612171319.04', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.89', '+024.75', '+053.15', '40.00143433']
['220612171320.33', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.89', '+024.72', '+052.62', '40.00143433']
['220612171321.63', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.89', '+024.75', '+052.62', '39.99380493']
['220612171322.92', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '-242.02', '-242.02', '+052.62', '39.96328735']
['220612171324.24', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '-242.02', '-242.02', '+053.15', '39.97091675']
['220612171325.49', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '-242.02', '-242.02', '+053.15', '39.95565796']
['220612171326.78', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '-242.02', '-242.02', '+053.15', '39.95565796']
['220612171328.08', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '-242.02', '-242.02', '+052.62', '39.95565796']
['220612171329.36', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '-242.02', '-242.02', '+052.62', '39.94039917']
['220612171330.64', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '-242.02', '-242.02', '+053.15', '39.92514038']
['220612171331.94', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '-242.02', '-242.02', '+053.15', '39.92514038']
['220612171333.23', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '-242.02', '-242.02', '+053.15', '39.91751099']
['220612171334.52', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '-242.02', '-242.02', '+053.15', '39.90225220']
['220612171335.81', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '-242.02', '-242.02', '+053.15', '39.90988159']
['220612171337.18', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '-242.02', '-242.02', '+053.15', '39.89462280']
['220612171338.43', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '-242.02', '-242.02', '+053.15', '39.89462280']
['220612171339.70', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '-242.02', '-242.02', '+052.62', '39.87173462']
['220612171340.98', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '-242.02', '-242.02', '+052.08', '39.88699341']
['220612171342.31', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '-242.02', '-242.02', '+053.15', '39.87936401']
['220612171343.59', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '-242.02', '-242.02', '+052.62', '39.87936401']
['220612171344.88', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '-242.02', '-242.02', '+052.62', '39.87173462']
['220612171346.18', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '-242.02', '-242.02', '+052.62', '39.88699341']
['220612171347.45', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '-242.02', '-242.02', '+053.69', '39.86410522']
['220612171348.74', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '-242.02', '-242.02', '+053.15', '39.86410522']
['220612171350.06', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '-242.02', '-242.02', '+053.15', '39.84884644']
['220612171351.32', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '-242.02', '-242.02', '+053.15', '39.84121704']
['220612171352.60', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '-242.02', '-242.02', '+052.62', '39.85647583']
['220612171353.89', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '-242.02', '-242.02', '+053.69', '39.84121704']
['220612171355.18', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '-242.02', '-242.02', '+053.15', '39.85647583']
['220612171356.84', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.13', '+024.85', '+053.15', '39.88699341']
['220612171358.08', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.13', '+024.85', '+053.69', '39.87173462']
['220612171359.31', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.16', '+024.85', '+053.69', '39.88699341']
['220612171400.55', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.16', '+024.85', '+052.62', '39.90988159']
['220612171401.79', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.16', '+024.89', '+052.62', '39.90988159']
['220612171403.05', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.19', '+024.85', '+053.15', '39.85647583']
['220612171404.30', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.19', '+024.89', '+053.15', '39.87936401']
['220612171405.54', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.19', '+024.89', '+052.62', '39.85647583']
['220612171406.78', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.19', '+024.89', '+053.69', '39.84884644']
['220612171408.05', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.19', '+024.89', '+053.15', '39.87173462']
['220612171409.34', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.23', '+024.89', '+053.15', '39.85647583']
['220612171410.63', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.19', '+024.89', '+053.15', '39.87173462']
['220612171411.91', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.23', '+024.89', '+053.15', '39.87936401']
['220612171413.18', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.23', '+024.89', '+052.62', '39.87936401']
['220612171414.46', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.23', '+024.89', '+053.15', '39.87936401']
['220612171415.78', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.19', '+024.89', '+052.62', '39.87936401']
['220612171417.04', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.23', '+024.89', '+053.15', '39.87936401']
['220612171418.33', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.19', '+024.89', '+052.08', '39.87936401']
['220612171419.61', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.23', '+024.92', '+053.15', '39.87936401']
['220612171420.90', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.23', '+024.89', '+053.15', '39.87936401']
['220612171422.19', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.26', '+024.92', '+052.62', '39.87936401']
['220612171423.47', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.23', '+024.92', '+052.62', '39.87936401']
['220612171424.76', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.26', '+024.92', '+052.62', '39.87936401']
['220612171426.05', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.26', '+024.92', '+052.62', '39.87936401']
['220612171427.34', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.26', '+024.92', '+052.62', '39.87936401']
['220612171428.68', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.29', '+024.92', '+053.15', '39.88699341']
['220612171429.91', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.33', '+024.92', '+052.62', '39.88699341']
['220612171431.21', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.29', '+024.92', '+053.15', '39.88699341']
['220612171432.48', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.26', '+024.92', '+053.15', '39.88699341']
['220612171433.77', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.29', '+024.96', '+053.15', '39.88699341']
['220612171435.06', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.29', '+024.92', '+052.62', '39.88699341']
['220612171436.35', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.29', '+024.96', '+053.15', '39.88699341']
['220612171437.64', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.29', '+024.92', '+052.62', '39.88699341']
['220612171438.93', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.29', '+024.92', '+052.62', '39.88699341']
['220612171440.22', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.29', '+024.92', '+052.62', '39.88699341']
['220612171441.51', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.33', '+024.92', '+053.15', '39.88699341']
['220612171442.78', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.36', '+024.92', '+053.15', '39.88699341']
['220612171444.07', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.33', '+024.89', '+052.62', '39.88699341']
['220612171445.35', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.33', '+024.92', '+053.15', '39.88699341']
['220612171446.64', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.33', '+024.92', '+052.62', '39.88699341']
['220612171447.93', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.36', '+024.92', '+052.62', '39.88699341']
['220612171449.25', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.36', '+024.92', '+052.62', '39.81069946']
['220612171450.50', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.36', '+024.92', '+053.69', '39.81069946']
['220612171451.79', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.36', '+024.96', '+053.15', '39.81069946']
['220612171453.08', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.36', '+024.96', '+053.69', '39.81069946']
['220612171454.41', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.36', '+024.96', '+052.62', '39.81069946']
['220612171455.65', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.46', '+024.96', '+053.15', '39.81069946']
['220612171456.94', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+025.70', '+024.96', '+052.62', '39.81069946']
['220612171458.23', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+026.04', '+024.96', '+053.15', '39.81069946']
['220612171459.51', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+026.38', '+024.96', '+052.62', '39.81069946']
['220612171500.80', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+026.72', '+024.96', '+052.62', '39.81069946']
['220612171502.09', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+026.99', '+024.99', '+053.69', '39.81069946']
['220612171503.38', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+027.29', '+024.96', '+053.15', '39.81069946']
['220612171504.66', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+027.53', '+024.99', '+053.69', '39.81069946']
['220612171505.95', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+027.77', '+024.96', '+053.69', '39.81069946']
['220612171507.27', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+027.90', '+024.99', '+053.69', '39.81069946']
['220612171508.52', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+028.10', '+024.99', '+053.69', '39.81069946']
['220612171509.81', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+028.27', '+024.99', '+053.69', '39.81069946']
['220612171511.10', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+028.41', '+025.02', '+053.15', '39.81069946']
['220612171512.38', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+028.54', '+024.99', '+053.69', '39.81069946']
['220612171513.67', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+028.65', '+024.99', '+053.69', '39.81069946']
['220612171514.96', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+028.75', '+024.99', '+053.15', '39.81069946']
['220612171516.25', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+028.88', '+024.99', '+053.69', '39.81069946']
['220612171517.54', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+028.95', '+024.99', '+052.62', '39.81069946']
['220612171518.82', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+029.05', '+024.99', '+053.15', '39.81069946']
['220612171520.14', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+029.12', '+024.99', '+053.69', '39.81069946']
['220612171521.40', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+029.19', '+024.99', '+053.15', '39.81069946']
['220612171522.68', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+029.25', '+024.99', '+053.69', '39.81069946']
['220612171523.97', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+029.32', '+024.99', '+053.15', '39.81069946']
['220612171525.27', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+029.39', '+024.99', '+053.15', '39.81069946']
['220612171526.54', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+029.42', '+024.96', '+053.69', '39.81069946']
['220612171527.86', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+029.49', '+025.02', '+052.62', '39.58944702']
['220612171529.14', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+029.53', '+024.99', '+053.69', '39.57418823']
['220612171530.43', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+029.59', '+025.02', '+053.15', '39.55892944']
['220612171531.72', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+029.63', '+025.02', '+053.69', '39.55892944']
['220612171533.04', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+029.59', '+024.99', '+052.62', '39.56655884']
['220612171534.29', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+029.56', '+025.02', '+052.62', '39.55130005']
['220612171535.57', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+029.49', '+025.02', '+053.15', '39.56655884']
['220612171536.88', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+029.39', '+025.02', '+053.69', '39.56655884']
['220612171538.17', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+029.32', '+025.02', '+053.15', '39.53604126']
['220612171539.44', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+029.25', '+025.06', '+053.15', '39.53604126']
['220612171540.72', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+029.22', '+025.02', '+053.69', '39.52841187']
['220612171542.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+029.15', '+025.02', '+053.69', '39.55130005']
['220612171543.32', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+029.09', '+025.02', '+053.15', '39.50552368']
['220612171544.59', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+029.02', '+025.06', '+052.62', '39.55892944']
['220612171545.90', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+028.95', '+025.02', '+053.69', '39.55130005']
['220612171547.16', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+028.88', '+025.02', '+052.62', '39.55130005']
['220612171548.45', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+028.81', '+025.06', '+053.69', '39.55130005']
['220612171549.73', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+028.78', '+025.06', '+053.69', '39.54367065']
['220612171551.02', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+028.71', '+025.06', '+053.15', '39.53604126']
['220612171552.32', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+028.65', '+025.09', '+053.15', '39.53604126']
['220612171553.59', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+028.61', '+025.06', '+053.69', '39.52841187']
['220612171554.88', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+028.54', '+025.09', '+052.62', '39.52078247']
['220612171556.17', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+028.51', '+025.09', '+052.62', '39.51315308']
['220612171557.46', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+028.48', '+025.06', '+053.69', '39.52078247']
['220612171558.77', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+028.48', '+025.06', '+053.15', '39.52078247']
['220612171600.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+028.41', '+025.09', '+053.15', '39.50552368']
['220612171601.34', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+028.41', '+025.09', '+052.62', '39.50552368']
['220612171602.63', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+028.37', '+025.06', '+053.15', '39.50552368']
['220612171603.89', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+028.31', '+025.09', '+053.69', '39.49789429']
['220612171605.18', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+028.27', '+025.09', '+052.62', '39.51315308']
['220612171606.47', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+028.27', '+025.09', '+053.15', '39.50552368']
['220612171607.76', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+028.21', '+025.06', '+053.69', '39.52078247']
['220612171609.05', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+028.17', '+025.06', '+053.15', '39.50552368']
['220612171610.34', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+028.14', '+025.06', '+053.15', '39.48263550']
['220612171611.66', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+028.10', '+025.06', '+053.15', '39.49026489']
['220612171612.93', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+028.10', '+025.09', '+053.15', '39.48263550']
['220612171614.23', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+028.07', '+025.09', '+053.69', '39.48263550']
['220612171615.50', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+028.04', '+025.06', '+052.62', '39.48263550']
['220612171616.80', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+028.00', '+025.06', '+053.69', '39.46737671']
['220612171618.09', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+027.97', '+025.09', '+053.15', '39.49789429']
['220612171619.39', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+027.97', '+025.09', '+052.62', '39.46737671']
['220612171620.66', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+027.93', '+025.09', '+053.69', '39.45974731']
['220612171621.96', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+027.93', '+025.09', '+053.69', '39.43685913']
['220612171623.24', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+027.90', '+025.09', '+052.62', '39.45974731']
['220612171624.57', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+027.87', '+025.09', '+052.62', '39.46737671']
['220612171625.84', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+027.83', '+025.09', '+053.15', '39.42922974']
['220612171627.12', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+027.83', '+025.09', '+052.62', '39.42922974']
['220612171628.45', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+027.80', '+025.09', '+053.15', '39.43685913']
['220612171629.73', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+027.80', '+025.06', '+052.62', '39.44448853']
['220612171631.02', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+027.80', '+025.09', '+053.69', '39.43685913']
['220612171632.30', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+027.77', '+025.09', '+052.62', '39.43685913']
['220612171633.59', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+027.73', '+025.09', '+053.15', '39.43685913']
['220612171634.89', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+027.73', '+025.09', '+053.15', '39.42160034']
['220612171636.17', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+027.73', '+025.09', '+053.69', '39.43685913']
['220612171637.51', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+027.70', '+025.09', '+052.62', '39.42922974']
['220612171638.76', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+027.66', '+025.13', '+052.62', '39.43685913']
['220612171640.05', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+027.66', '+025.13', '+052.62', '39.41397095']
['220612171641.33', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+027.63', '+025.13', '+052.62', '39.42160034']
['220612171642.60', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+027.63', '+025.13', '+053.69', '39.42922974']
['220612171643.90', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+027.60', '+025.13', '+053.15', '39.42922974']
